OSN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,%,State,Constituency,ST_CODE,PC_CODE
15,Ram Kishan,Independent,621,0,621,0.05,Haryana,Bhiwani-Mahendragarh,S07,8
16,Lalit,Independent,2933,0,2933,0.26,Haryana,Bhiwani-Mahendragarh,S07,8
17,Vinod Kumar,Independent,2652,0,2652,0.23,Haryana,Bhiwani-Mahendragarh,S07,8
18,Satya Pal,Independent,501,0,501,0.04,Haryana,Bhiwani-Mahendragarh,S07,8
19,Sudhir Kumar,Independent,879,0,879,0.08,Haryana,Bhiwani-Mahendragarh,S07,8
20,Suresh Chand,Independent,585,0,585,0.05,Haryana,Bhiwani-Mahendragarh,S07,8
21,Happy Singh,Independent,306,0,306,0.03,Haryana,Bhiwani-Mahendragarh,S07,8
22,NOTA,None of the Above,1966,0,1966,0.17,Haryana,Bhiwani-Mahendragarh,S07,8
1,CAPT. AJAY SINGH,Indian National Congress,494733,557,495290,34.24,Haryana,Gurgaon,S07,9
2,RAO INDERJIT SINGH,Bharatiya Janata Party,877241,4305,881546,60.94,Haryana,Gurgaon,S07,9
3,CHAUDHARY RAIS AHMAD,Bahujan Samaj Party,26706,50,26756,1.85,Haryana,Gurgaon,S07,9
4,VIRENDAR RANA,Indian National Lok Dal,9894,17,9911,0.69,Haryana,Gurgaon,S07,9
5,DR. ABDUL LATIF (MIYA JI),Voters Party,450,4,454,0.03,Haryana,Gurgaon,S07,9
6,FOJI JAI KAWAR TYAGI (DIKSHIT),Daksha Party,337,9,346,0.02,Haryana,Gurgaon,S07,9
7,JAWAHAR SINGH PAHAL,Bhartiya Shakti Chetna Party,305,4,309,0.02,Haryana,Gurgaon,S07,9
8,COLONEL DHARAM PAL SINGH RAGHAVA,Rashtra Nirman Party,650,8,658,0.05,Haryana,Gurgaon,S07,9
9,ADVOCATE PARVEEN YADAV WAZIRABAD,Akhil Bharatiya Jan Sangh,1023,4,1027,0.07,Haryana,Gurgaon,S07,9
10,PAWAN KUMAR,Shivsena,1277,4,1281,0.09,Haryana,Gurgaon,S07,9
11,DR. MEHMOOD KHAN,Jannayak Janta Party,8963,30,8993,0.62,Haryana,Gurgaon,S07,9
12,MAHABIR MEHRA CHHILARKI,Peoples Party of India (Democratic),1056,5,1061,0.07,Haryana,Gurgaon,S07,9
13,RAMESH KUMAR,Rashtriya Sahara Party,527,0,527,0.04,Haryana,Gurgaon,S07,9
14,RAMESH CHAND,Bahujan Mukti Party,937,3,940,0.06,Haryana,Gurgaon,S07,9
15,VINOD KUMAR,Aapki Apni Party (Peoples),1201,2,1203,0.08,Haryana,Gurgaon,S07,9
16,COMRADE SARWAN KUMAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2764,2,2766,0.19,Haryana,Gurgaon,S07,9
17,HANS KUMAR,Rashtriya Rashtrawadi Party,1868,0,1868,0.13,Haryana,Gurgaon,S07,9
18,CHOWKIDAR ANJAN DEVESHWAR,Independent,1780,3,1783,0.12,Haryana,Gurgaon,S07,9
19,AZAD SINGH NANGALIA,Independent,423,0,423,0.03,Haryana,Gurgaon,S07,9
20,RAO INDERJEET,Independent,1327,15,1342,0.09,Haryana,Gurgaon,S07,9
21,KUSHESHWAR BHAGAT,Independent,434,0,434,0.03,Haryana,Gurgaon,S07,9
22,PAWAN NEHRA,Independent,295,3,298,0.02,Haryana,Gurgaon,S07,9
23,VIRENDER,Independent,258,1,259,0.02,Haryana,Gurgaon,S07,9
24,SUDESH KUMAR,Independent,1639,6,1645,0.11,Haryana,Gurgaon,S07,9
25,NOTA,None of the Above,5350,39,5389,0.37,Haryana,Gurgaon,S07,9
1,AVTAR SINGH BHADANA,Indian National Congress,268327,0,268327,20.85,Haryana,Faridabad,S07,10
2,KRISHAN PAL,Bharatiya Janata Party,883709,0,883709,68.68,Haryana,Faridabad,S07,10
3,MANDHIR MAAN,Bahujan Samaj Party,84006,0,84006,6.53,Haryana,Faridabad,S07,10
4,MAHENDER SINGH CHAUHAN,Indian National Lok Dal,11385,0,11385,0.88,Haryana,Faridabad,S07,10
5,BAUDHACHARYA KHAJAN SINGH GAUTAM,Republican Party of India,429,0,429,0.03,Haryana,Faridabad,S07,10
6,CHAUDHARY DAYACHAND,Bhartiya Shakti Chetna Party,330,0,330,0.03,Haryana,Faridabad,S07,10
7,DEEPAK GAUR,AARAKSHAN VIRODHI PARTY,457,0,457,0.04,Haryana,Faridabad,S07,10
8,PANDIT NAVEEN JAIHIND,Aam Aadmi Party,10982,0,10982,0.85,Haryana,Faridabad,S07,10
9,PRADEEP KUMAR,Tola Party,289,0,289,0.02,Haryana,Faridabad,S07,10
10,MAHESH PRATAP SHARMA,Rashtriya Vikas Party,460,0,460,0.04,Haryana,Faridabad,S07,10
11,MUKESH KUMAR SINGH,Lokpriya Samaj Party,471,0,471,0.04,Haryana,Faridabad,S07,10
12,RAKESH KUMAR,Aapki Apni Party (Peoples),439,0,439,0.03,Haryana,Faridabad,S07,10
13,RAMKISHAN GOLA,All India Forward Bloc,1096,0,1096,0.09,Haryana,Faridabad,S07,10
14,RUBY,Hind Congress Party,1152,0,1152,0.09,Haryana,Faridabad,S07,10
15,LEKHRAM DABANG,Bahujan Mukti Party,4588,0,4588,0.36,Haryana,Faridabad,S07,10
16,VIJENDERA KASANA,Bhartiya Kisan Party,2593,0,2593,0.2,Haryana,Faridabad,S07,10
17,SHYAMVIR,Rashtriya Lokswaraj Party,3817,0,3817,0.3,Haryana,Faridabad,S07,10
18,SAHIRAM RAWAT,Voters Party,1964,0,1964,0.15,Haryana,Faridabad,S07,10
19,Adv. HARI SHANKAR RAJVANS,Adim Bhartiya Dal,695,0,695,0.05,Haryana,Faridabad,S07,10
20,HARI CHAND,Peoples Party of India (Democratic),1306,0,1306,0.1,Haryana,Faridabad,S07,10
21,AMIT SINGH PATEL,Independent,362,0,362,0.03,Haryana,Faridabad,S07,10
22,TIKARAM HOODA,Independent,245,0,245,0.02,Haryana,Faridabad,S07,10
23,BOBBY KATARIA,Independent,384,0,384,0.03,Haryana,Faridabad,S07,10
24,MANOJ CHOUDHARY,Independent,432,0,432,0.03,Haryana,Faridabad,S07,10
25,C A SHUKLA,Independent,380,0,380,0.03,Haryana,Faridabad,S07,10
26,SANJAY MAURYA,Independent,789,0,789,0.06,Haryana,Faridabad,S07,10
27,Dr K P SINGH,Independent,643,0,643,0.05,Haryana,Faridabad,S07,10
28,NOTA,None of the Above,4918,0,4918,0.38,Haryana,Faridabad,S07,10
1,Kishan Kapoor,Bharatiya Janata Party,712133,13085,725218,72.02,Himachal Pradesh,Kangra,S08,1
2,Dr. Kehar Singh,Bahujan Samaj Party,8719,147,8866,0.88,Himachal Pradesh,Kangra,S08,1
3,Pawan Kajal,Indian National Congress,245474,2121,247595,24.59,Himachal Pradesh,Kangra,S08,1
4,Prem Chand Vishvakarma,Navbharat Ekta Dal,2355,16,2371,0.24,Himachal Pradesh,Kangra,S08,1
5,Dr. Swaroop Singh Rana,Swabhiman Party,945,14,959,0.1,Himachal Pradesh,Kangra,S08,1
6,Subhash Chand,Himachal Jan Kranti Party,950,20,970,0.1,Himachal Pradesh,Kangra,S08,1
7,Chander Bhan (Baabla),Independent,555,9,564,0.06,Himachal Pradesh,Kangra,S08,1
8,Col. Narinder Pathania,Independent,861,47,908,0.09,Himachal Pradesh,Kangra,S08,1
9,Nisha Katoch,Independent,1297,101,1398,0.14,Himachal Pradesh,Kangra,S08,1
10,Bachan Singh Rana,Independent,2233,7,2240,0.22,Himachal Pradesh,Kangra,S08,1
11,Dr. Sanjiv Guleria,Independent,4425,148,4573,0.45,Himachal Pradesh,Kangra,S08,1
12,NOTA,None of the Above,11195,132,11327,1.12,Himachal Pradesh,Kangra,S08,1
1,AASHRAY SHARMA,Indian National Congress,240184,1546,241730,25.68,Himachal Pradesh,Mandi,S08,2
2,DALEEP SINGH KAITH,Communist Party of India  (Marxist),14742,96,14838,1.58,Himachal Pradesh,Mandi,S08,2
3,RAM SWAROOP SHARMA,Bharatiya Janata Party,638441,8748,647189,68.75,Himachal Pradesh,Mandi,S08,2
4,SES RAM,Bahujan Samaj Party,9003,57,9060,0.96,Himachal Pradesh,Mandi,S08,2
5,KARTAR CHAND,Swabhiman Party,874,6,880,0.09,Himachal Pradesh,Mandi,S08,2
6,KHEM CHAND,Peoples Party of India (Democratic),508,3,511,0.05,Himachal Pradesh,Mandi,S08,2
7,CHANDERMANI,All India Forward Bloc,496,9,505,0.05,Himachal Pradesh,Mandi,S08,2
8,MEHAR SINGH,Rashtriya Azad Manch,579,3,582,0.06,Himachal Pradesh,Mandi,S08,2
9,RAJENDER SURYAVANSHI,Ambedkarite Party of India,1865,8,1873,0.2,Himachal Pradesh,Mandi,S08,2
10,SHIV LAL THAKUR,Bhartiya Shakti Chetna Party,714,37,751,0.08,Himachal Pradesh,Mandi,S08,2
11,GUMAN SINGH,Independent,2312,32,2344,0.25,Himachal Pradesh,Mandi,S08,2
12,GHANSHYAM CHAND THAKUR,Independent,773,2,775,0.08,Himachal Pradesh,Mandi,S08,2
13,COL. THAKUR SINGH,Independent,1584,12,1596,0.17,Himachal Pradesh,Mandi,S08,2
14,DEV RAJ BHARDWAJ,Independent,3653,0,3653,0.39,Himachal Pradesh,Mandi,S08,2
15,DHARMENDER SINGH THAKUR,Independent,1856,4,1860,0.2,Himachal Pradesh,Mandi,S08,2
16,BRIJ GOPAL,Independent,4085,2,4087,0.43,Himachal Pradesh,Mandi,S08,2
17,SUBHASH MOHAN SNEHI,Independent,3835,4,3839,0.41,Himachal Pradesh,Mandi,S08,2
18,NOTA,None of the Above,5187,111,5298,0.56,Himachal Pradesh,Mandi,S08,2
1,ANURAG SINGH THAKUR,Bharatiya Janata Party,668812,0,668812,68.78,Himachal Pradesh,Hamirpur,S08,3
2,DESH RAJ,Bahujan Samaj Party,6974,0,6974,0.72,Himachal Pradesh,Hamirpur,S08,3
3,RAM LAL THAKUR,Indian National Congress,281000,0,281000,28.9,Himachal Pradesh,Hamirpur,S08,3
4,KRISHAN GOPAL,Satya Bahumat Party,2264,0,2264,0.23,Himachal Pradesh,Hamirpur,S08,3
5,TULSI RAM SHARMA,All India Forward Bloc,766,0,766,0.08,Himachal Pradesh,Hamirpur,S08,3
6,RAM SINGH SHUKLA,Bahujan Mukti Party,462,0,462,0.05,Himachal Pradesh,Hamirpur,S08,3
7,ASHISH KUMAR,Independent,320,0,320,0.03,Himachal Pradesh,Hamirpur,S08,3
8,ASHOK SHARMA,Independent,400,0,400,0.04,Himachal Pradesh,Hamirpur,S08,3
9,PARVEEN THAKUR,Independent,695,0,695,0.07,Himachal Pradesh,Hamirpur,S08,3
10,RADHA KRISHAN NAROTRA,Independent,1413,0,1413,0.15,Himachal Pradesh,Hamirpur,S08,3
11,VIKASH KUMAR,Independent,1394,0,1394,0.14,Himachal Pradesh,Hamirpur,S08,3
12,NOTA,None of the Above,7865,0,7865,0.81,Himachal Pradesh,Hamirpur,S08,3
1,DHANI RAM SHANDIL,Indian National Congress,277647,1021,278668,30.5,Himachal Pradesh,Shimla,S08,4
2,VIKRAM SINGH,Bahujan Samaj Party,7696,63,7759,0.85,Himachal Pradesh,Shimla,S08,4
3,SURESH KUMAR KASHYAP,Bharatiya Janata Party,601306,4877,606183,66.35,Himachal Pradesh,Shimla,S08,4
4,MANOJ RAGHUVANSHI,All India Forward Bloc,5806,11,5817,0.64,Himachal Pradesh,Shimla,S08,4
5,SHAMSHER SINGH,Rashtriya Azad Manch,3209,7,3216,0.35,Himachal Pradesh,Shimla,S08,4
6,RAVI KUMAR DALIT,Independent,3600,8,3608,0.39,Himachal Pradesh,Shimla,S08,4
7,NOTA,None of the Above,8305,52,8357,0.91,Himachal Pradesh,Shimla,S08,4
1,JAHANGIR KHAN,Jammu & Kashmir National Panthers Party,4200,0,4200,0.93,Jammu & Kashmir,Baramulla,S09,1
2,ABDUL QAYOOM WANI,Jammu & Kashmir Peoples Democratic Party,53300,0,53300,11.86,Jammu & Kashmir,Baramulla,S09,1
3,HAJI FAROOQ AHMAD MIR,Indian National Congress,34193,0,34193,7.61,Jammu & Kashmir,Baramulla,S09,1
4,MOHAMMAD AKBAR LONE,Jammu & Kashmir National Conference,132919,0,132919,29.57,Jammu & Kashmir,Baramulla,S09,1
5,MOHD MAQBOOL WAR,Bharatiya Janata Party,5500,0,5500,1.22,Jammu & Kashmir,Baramulla,S09,1
6,RAJA AIJAZ ALI,Jammu & Kashmir People Conference,102477,0,102477,22.79,Jammu & Kashmir,Baramulla,S09,1
7,JAVID AHMAD QURESHI,Independent,3326,0,3326,0.74,Jammu & Kashmir,Baramulla,S09,1
8,SYED NAJEEB SHAH NAQVI,Independent,4945,0,4945,1.1,Jammu & Kashmir,Baramulla,S09,1
9,ENGINEER RASHID,Independent,100667,0,100667,22.39,Jammu & Kashmir,Baramulla,S09,1
10,NOTA,None of the Above,8055,0,8055,1.79,Jammu & Kashmir,Baramulla,S09,1
1,Sheikh Khalid Jehangir,Bharatiya Janata Party,1962,85,4631,2.48,Jammu & Kashmir,Srinagar,S09,2
2,Aga Syed Mohsin,Peoples Democratic Party,36609,80,36700,19.64,Jammu & Kashmir,Srinagar,S09,2
3,Abdual Rashid Ganie,Jammu & Kashmir National Panthers Party,776,9,791,0.42,Jammu & Kashmir,Srinagar,S09,2
4,Farooq Abdullah,Jammu & Kashmir National Conference,106456,154,106750,57.14,Jammu & Kashmir,Srinagar,S09,2
5,Showkat Hussain Khan,Janata Dal  (United),1245,4,1250,0.67,Jammu & Kashmir,Srinagar,S09,2
6,Abdul Khaliq Bhat,Shivsena,574,2,578,0.31,Jammu & Kashmir,Srinagar,S09,2
7,Irfan Raza Ansari,Jammu & Kashmir People Conference,28668,28,28773,15.4,Jammu & Kashmir,Srinagar,S09,2
8,Nazir Ahmad Lone,Rashtriya Jankranti Party,500,6,506,0.27,Jammu & Kashmir,Srinagar,S09,2
9,Nazir Ahmad Sofi,Manvadhikar National Party,1502,3,1507,0.81,Jammu & Kashmir,Srinagar,S09,2
10,Bilal Sultan,Independent,1623,5,1630,0.87,Jammu & Kashmir,Srinagar,S09,2
11,Sajjad Ahmad Dar,Independent,610,3,613,0.33,Jammu & Kashmir,Srinagar,S09,2
12,Abdul Rashid Banday,Independent,1524,12,1537,0.82,Jammu & Kashmir,Srinagar,S09,2
13,NOTA,None of the Above,1478,75,1566,0.84,Jammu & Kashmir,Srinagar,S09,2
1,HASNAIN MASOODI,Jammu & Kashmir National Conference,39898,148,40180,32.17,Jammu & Kashmir,Anantnag,S09,3
2,GHULAM AHMAD MIR,Indian National Congress,32534,625,33504,26.83,Jammu & Kashmir,Anantnag,S09,3
3,MEHBOOBA MUFTI,Jammu & Kashmir Peoples Democratic Party,30068,301,30524,24.44,Jammu & Kashmir,Anantnag,S09,3
4,NISAR AHMAD WANI,Jammu & Kashmir National Panthers Party,544,19,589,0.47,Jammu & Kashmir,Anantnag,S09,3
5,SOFI YOUSUF,Bharatiya Janata Party,2436,538,10225,8.19,Jammu & Kashmir,Anantnag,S09,3
6,SURINDER SINGH,Pragatishil Samajwadi Party (Lohia),173,32,217,0.17,Jammu & Kashmir,Anantnag,S09,3
7,SANJAY KUMAR DHAR,Manvadhikar National Party,577,10,677,0.54,Jammu & Kashmir,Anantnag,S09,3
8,CH. ZAFFAR ALI,Jammu & Kashmir People Conference,1555,17,1646,1.32,Jammu & Kashmir,Anantnag,S09,3
9,IMTIYAZ AHMAD RATHER,Independent,328,52,382,0.31,Jammu & Kashmir,Anantnag,S09,3
10,RIDWANA SANAM,Independent,403,33,455,0.36,Jammu & Kashmir,Anantnag,S09,3
11,RIYAZ AHMAD BHAT,Independent,184,6,194,0.16,Jammu & Kashmir,Anantnag,S09,3
12,ZUBAIR MASOODI,Independent,533,11,547,0.44,Jammu & Kashmir,Anantnag,S09,3
13,MIRZA SAJAD HUSSAIN BEIGH,Independent,419,4,425,0.34,Jammu & Kashmir,Anantnag,S09,3
14,SHAMS KHWAJA,Independent,759,1,760,0.61,Jammu & Kashmir,Anantnag,S09,3
15,ALI MOHAMMAD WANI,Independent,804,4,814,0.65,Jammu & Kashmir,Anantnag,S09,3
16,GH. MOHD. WANI,Independent,1350,4,1369,1.1,Jammu & Kashmir,Anantnag,S09,3
17,KYASIR AHMAD SHEIKH,Independent,831,7,847,0.68,Jammu & Kashmir,Anantnag,S09,3
18,MANZOOR AHMAD KHAN,Independent,591,7,604,0.48,Jammu & Kashmir,Anantnag,S09,3
19,NOTA,None of the Above,696,228,937,0.75,Jammu & Kashmir,Anantnag,S09,3
1,Jamyang Tsering Namgyal,Bharatiya Janata Party,41315,0,41315,33.51,Jammu & Kashmir,Ladakh,S09,4
2,Rigzin Spalbar,Indian National Congress,20447,0,20447,16.58,Jammu & Kashmir,Ladakh,S09,4
3,Asgar Ali Karbalai,Independent,29069,0,29069,23.58,Jammu & Kashmir,Ladakh,S09,4
4,Sajjad Hussain,Independent,31552,0,31552,25.59,Jammu & Kashmir,Ladakh,S09,4
5,NOTA,None of the Above,910,0,910,0.74,Jammu & Kashmir,Ladakh,S09,4
1,TILAK RAJ BHAGAT,Bahujan Samaj Party,16442,0,16442,1.41,Jammu & Kashmir,Udhampur,S09,5
2,DR. JITENDRA SINGH,Bharatiya Janata Party,715406,0,715406,61.19,Jammu & Kashmir,Udhampur,S09,5
3,VIKRAMADITYA SINGH,Indian National Congress,366123,0,366123,31.32,Jammu & Kashmir,Udhampur,S09,5
4,HARSH DEV SINGH,Jammu & Kashmir National Panthers Party,24135,0,24135,2.06,Jammu & Kashmir,Udhampur,S09,5
5,LAL SINGH,"Dogra Swabhiman Sangathan Party,",18476,0,18476,1.58,Jammu & Kashmir,Udhampur,S09,5
6,MOHD AYUB,Navarang Congress Party,1615,0,1615,0.14,Jammu & Kashmir,Udhampur,S09,5
7,MEENAKSHI,Shivsena,1574,0,1574,0.13,Jammu & Kashmir,Udhampur,S09,5
8,BANSI LAL,Independent,1296,0,1296,0.11,Jammu & Kashmir,Udhampur,S09,5
9,RAKESH MUDGAL,Independent,1600,0,1600,0.14,Jammu & Kashmir,Udhampur,S09,5
10,SHABER AHMED,Independent,4425,0,4425,0.38,Jammu & Kashmir,Udhampur,S09,5
11,GARIB SINGH,Independent,4957,0,4957,0.42,Jammu & Kashmir,Udhampur,S09,5
12,FIRDOUS AHMED BAWANI,Independent,5540,0,5540,0.47,Jammu & Kashmir,Udhampur,S09,5
13,NOTA,None of the Above,7506,0,7506,0.64,Jammu & Kashmir,Udhampur,S09,5
1,Badri Nath,Bahujan Samaj Party,14053,0,14053,0.97,Jammu & Kashmir,Jammu,S09,6
2,Prof. Bhim Singh,Jammu & Kashmir National Panthers Party,3705,0,3705,0.25,Jammu & Kashmir,Jammu,S09,6
3,Jugal Kishore,Bharatiya Janata Party,840214,0,840214,57.74,Jammu & Kashmir,Jammu,S09,6
4,Raman Bhalla,Indian National Congress,551187,0,551187,37.87,Jammu & Kashmir,Jammu,S09,6
5,Javaid Ahmed,All India Forward Bloc,3833,0,3833,0.26,Jammu & Kashmir,Jammu,S09,6
6,Sushil Kumar,Hindusthan Nirman Dal,1261,0,1261,0.09,Jammu & Kashmir,Jammu,S09,6
7,Syed Aqib Hussain,Independent People’s Party,1708,0,1708,0.12,Jammu & Kashmir,Jammu,S09,6
8,Gursagar Singh,Navarang Congress Party,1086,0,1086,0.07,Jammu & Kashmir,Jammu,S09,6
9,Lal Singh,"Dogra Swabhiman Sangathan Party,",6849,0,6849,0.47,Jammu & Kashmir,Jammu,S09,6
10,Mohd Younis,Jammu & Kashmir Pir Panjal Awami Party,1584,0,1584,0.11,Jammu & Kashmir,Jammu,S09,6
11,Manish Sahni,Shivsena,1157,0,1157,0.08,Jammu & Kashmir,Jammu,S09,6
12,Ajay Kumar,Independent,915,0,915,0.06,Jammu & Kashmir,Jammu,S09,6
13,Anil Singh,Independent,2118,0,2118,0.15,Jammu & Kashmir,Jammu,S09,6
14,Balwan Singh,Independent,2182,0,2182,0.15,Jammu & Kashmir,Jammu,S09,6
15,Bahadur,Independent,1180,0,1180,0.08,Jammu & Kashmir,Jammu,S09,6
16,Perseen Singh,Independent,2608,0,2608,0.18,Jammu & Kashmir,Jammu,S09,6
17,Tarseem Lal Khullar,Independent,2369,0,2369,0.16,Jammu & Kashmir,Jammu,S09,6
18,Rajiv Chuni,Independent,1257,0,1257,0.09,Jammu & Kashmir,Jammu,S09,6
19,Subash Chander,Independent,3723,0,3723,0.26,Jammu & Kashmir,Jammu,S09,6
20,Satish Poonchi,Independent,3036,0,3036,0.21,Jammu & Kashmir,Jammu,S09,6
21,Sakander Ahmad Nourani,Independent,1410,0,1410,0.1,Jammu & Kashmir,Jammu,S09,6
22,Syed Zeshan Haider,Independent,1565,0,1565,0.11,Jammu & Kashmir,Jammu,S09,6
23,Shazad Shabnam,Independent,1006,0,1006,0.07,Jammu & Kashmir,Jammu,S09,6
24,Er. Ghulam Mustafa Chowdhary,Independent,2738,0,2738,0.19,Jammu & Kashmir,Jammu,S09,6
25,NOTA,None of the Above,2546,0,2546,0.17,Jammu & Kashmir,Jammu,S09,6
1,GOPIN SOREN,Communist Party of India  (Marxist),35570,9,35579,3.4,Jharkhand,Rajmahal,S27,1
2,BAIDHNATH PAHADIYA,Bahujan Samaj Party,10357,14,10371,0.99,Jharkhand,Rajmahal,S27,1
3,MONIKA KISKU,All India Trinamool Congress,17397,27,17424,1.66,Jharkhand,Rajmahal,S27,1
4,VIJAY KUMAR HANSDAK,Jharkhand Mukti Morcha,506428,1241,507669,48.48,Jharkhand,Rajmahal,S27,1
5,HEMLAL MURMU,Bharatiya Janata Party,407298,1009,408307,38.99,Jharkhand,Rajmahal,S27,1
6,NEERAJ HEMBROM,All India Forward Bloc,7531,10,7541,0.72,Jharkhand,Rajmahal,S27,1
7,MAHASHAY TUDU,Hindusthan Nirman Dal,2764,0,2764,0.26,Jharkhand,Rajmahal,S27,1
8,MARY NISHA HANSDAK,Bahujan Mukti Party,2945,2,2947,0.28,Jharkhand,Rajmahal,S27,1
9,CHRISTOPHER MURMU,Independent,3002,3,3005,0.29,Jharkhand,Rajmahal,S27,1
10,BARNAD HEMBROM,Independent,4254,0,4254,0.41,Jharkhand,Rajmahal,S27,1
11,MANGAL MARANDI,Independent,8224,2,8226,0.79,Jharkhand,Rajmahal,S27,1
